,Unnamed: 0,review_title,review,rate,category,rating,Polarity,Analysis,summarization
165,165,Nice product,Worth of moneyREAD MORE,4Nice product,portronics-por-122-modesk-universal-mobile-holder-black,4,0.4,Positive, Worth of moneyREAD MORE
166,166,Great product,Good productREAD MORE,5Great product,portronics-por-122-modesk-universal-mobile-holder-black,5,0.6,Positive, Good productREAD MORE
167,167,Classy product,Very Good Product@this Prise.READ MORE,5Classy product,portronics-por-122-modesk-universal-mobile-holder-black,5,0.705,Positive, Very Good Product@this Prise.READ MORE
168,168,Best in the market!,Very niceREAD MORE,5Best in the market!,portronics-por-122-modesk-universal-mobile-holder-black,5,0.35,Positive, Very niceREAD MORE
169,169,Pretty good,That's very good product and it's quility are osm. I Like this product.READ MORE,4Pretty good,portronics-por-122-modesk-universal-mobile-holder-black,4,0.705,Positive, That's very good product and it's quility are osm. I Like this product.READ MORE
170,170,Highly recommended,"This is just a wonderful product, for online classes, zoom meetings and everything you would probably want to do on mobile. Though it doesn't have different viewing angles, but the original one is perfect I feel! Undoubtedly you can go for it!READ MORE",5Highly recommended,portronics-por-122-modesk-universal-mobile-holder-black,5,0.575,Positive," This is just a wonderful product, for online classes, zoom meetings and everything you would probably want to do on mobile. Though it doesn't have different viewing angles, but the original one is perfect I feel!"
171,171,Hated it!,Had expected a better quality item from portronics. Sadly the item is ill-aligned. The phone sits tilted. The holder falls along with the phone when placed vertical towards the  back. Horizontal placement of phone looks tilted on one side. The speaker gets muffled when the phone is placed vertical... sad sad ... cheap manufacturer.  Poor quality item. Not recommended at all... even if they give it out free.. belongs to the trash canREAD MORE,1Hated it!,portronics-por-122-modesk-universal-mobile-holder-black,1,-0.020000000000000007,Negative, Had expected a better quality item from portronics. Sadly the item is ill-aligned. The phone sits tilted. The holder falls along with the phone when placed vertical towards the  back. Horizontal placement of phone looks tilted on one side. The speaker gets muffled when the phone is placed vertical... sad sad ... cheap manufacturer. Poor quality item. Not recommended at all... even if they give it out free.. belongs to the trash canREAD MORE
172,172,Worth every penny,It fits on my tablet it's really amazing.. worth itREAD MORE,5Worth every penny,portronics-por-122-modesk-universal-mobile-holder-black,5,0.46666666666666673,Positive, It fits on my tablet it's really amazing.. worth itREAD MORE
173,173,Worth every penny,Nice product. Value for moneyREAD MORE,5Worth every penny,portronics-por-122-modesk-universal-mobile-holder-black,5,0.55,Positive, Nice product. Value for moneyREAD MORE
174,174,Just wow!,Nice product 😊👍READ MORE,5Just wow!,portronics-por-122-modesk-universal-mobile-holder-black,5,0.55,Positive, Nice product 😊👍READ MORE
175,175,Best in the market!,It is very good for tab also👌👌READ MORE,5Best in the market!,portronics-por-122-modesk-universal-mobile-holder-black,5,0.705,Positive, It is very good for tab also👌👌READ MORE
176,176,Good choice,Product is good but price is higher than the item. But delivery awesomeREAD MORE,4Good choice,portronics-por-122-modesk-universal-mobile-holder-black,4,0.48333333333333334,Positive, Product is good but price is higher than the item.
177,177,Waste of money!,So light in weight. Shakes each time when u operate phone placed in holderREAD MORE,1Waste of money!,portronics-por-122-modesk-universal-mobile-holder-black,1,0.45,Positive, Shakes each time when u operate phone placed in holderREAD MORE
178,178,Great product,Very useful productREAD MORE,5Great product,portronics-por-122-modesk-universal-mobile-holder-black,5,0.445,Positive, Very useful productREAD MORE
179,179,Just wow!,"Very useful but  overpriced, should be of Rs 150 to 200READ MORE",5Just wow!,portronics-por-122-modesk-universal-mobile-holder-black,5,0.445,Positive," Very useful but  overpriced, should be of Rs 150 to 200READ MORE"
180,180,Must buy!,Superrrb qualityREAD MORE,5Must buy!,portronics-por-122-modesk-universal-mobile-holder-black,5,0.5,Positive, Superrrb qualityREAD MORE
181,181,Nice,Good for mobile not a tabREAD MORE,3Nice,portronics-por-122-modesk-universal-mobile-holder-black,3,0.6,Positive, Good for mobile not a tabREAD MORE
182,182,Simply awesome,Awesome quality Comfortable instrumentREAD MORE,5Simply awesome,portronics-por-122-modesk-universal-mobile-holder-black,5,0.6333333333333333,Positive, Awesome quality Comfortable instrumentREAD MORE
183,183,Awesome,Product is quality 🔥and value for money. Must go for it 👍🏻🤘🏼READ MORE,5Awesome,portronics-por-122-modesk-universal-mobile-holder-black,5,0.5,Positive, Product is quality 🔥and value for money. Must go for it 👍🏻🤘🏼READ MORE
184,184,Value-for-money,Very nice product good quality 👌👌READ MORE,4Value-for-money,portronics-por-122-modesk-universal-mobile-holder-black,4,0.66,Positive, Very nice product good quality 👌👌READ MORE
185,185,Worth the money,UsefullREAD MORE,4Worth the money,portronics-por-122-modesk-universal-mobile-holder-black,4,0.5,Positive, UsefullREAD MORE
186,186,Just wow!,Worthy of moneyREAD MORE,5Just wow!,portronics-por-122-modesk-universal-mobile-holder-black,5,0.41666666666666663,Positive, Worthy of moneyREAD MORE
187,187,Good,"Not worth more than 100 Rs.Pain quality not up to the mark,Too rough surface.Not a quality product.READ MORE",3Good,portronics-por-122-modesk-universal-mobile-holder-black,3,0.1875,Positive," Not worth more than 100 Rs.Pain quality not up to the mark,Too rough surface.Not a quality product.READ MORE"
188,188,Terrible product,Very bad quality... Finishing not goodPhone Adjestmenst very bad...READ MORE,1Terrible product,portronics-por-122-modesk-universal-mobile-holder-black,1,-0.06999999999999991,Negative, Very bad quality... Finishing not goodPhone Adjestmenst very bad...READ MORE
189,189,Excellent,Best priceREAD MORE,5Excellent,portronics-por-122-modesk-universal-mobile-holder-black,5,0.75,Positive, Best priceREAD MORE
190,190,Bad quality,Not worth for 149....holding hands are narrow...it should be little wide...my friend also has a stand which is same price and very good quality from this productREAD MORE,2Bad quality,portronics-por-122-modesk-universal-mobile-holder-black,2,0.21449999999999997,Positive, Not worth for 149....holding hands are narrow...it should be little wide...my friend also has a stand which is same price and very good quality from this productREAD MORE
191,191,Pretty good,Good...READ MORE,4Pretty good,portronics-por-122-modesk-universal-mobile-holder-black,4,0.5,Positive, Good...READ MORE
192,192,Good quality product,It is very useful to online classesREAD MORE,4Good quality product,portronics-por-122-modesk-universal-mobile-holder-black,4,0.445,Positive, It is very useful to online classesREAD MORE
193,193,Simply awesome,Really helpful for online classesREAD MORE,5Simply awesome,portronics-por-122-modesk-universal-mobile-holder-black,5,0.35,Positive, Really helpful for online classesREAD MORE
194,194,Really Nice,Nyc products For only 99READ MORE,4Really Nice,portronics-por-122-modesk-universal-mobile-holder-black,4,0.25,Positive, Nyc products For only 99READ MORE
195,195,Worth every penny,Quality is prity good.READ MORE,5Worth every penny,portronics-por-122-modesk-universal-mobile-holder-black,5,0.5,Positive, Quality is prity good.READ MORE
196,196,Value-for-money,Such a good product!!  It really very useful for online study by smart Phone.READ MORE,4Value-for-money,portronics-por-122-modesk-universal-mobile-holder-black,4,0.4208571428571428,Positive, Such a good product!! It really very useful for online study by smart Phone.READ MORE
197,197,Good choice,Nice 🙂 Very Good...This Product is Very Useful .......Wow....Awesome 😎READ MORE,4Good choice,portronics-por-122-modesk-universal-mobile-holder-black,4,0.4225,Positive, Nice 🙂 Very Good...This Product is Very Useful .......Wow....Awesome 😎READ MORE
198,198,Wonderful,Very useful product. Easy to use and carry as well. Highly recommendedREAD MORE,5Wonderful,portronics-por-122-modesk-universal-mobile-holder-black,5,0.37083333333333335,Positive, Very useful product. Easy to use and carry as well.
199,199,Useless product,The holder is not flexible and does not move. Can only use it at one particular angle.READ MORE,1Useless product,portronics-por-122-modesk-universal-mobile-holder-black,1,0.2222222222222222,Positive, The holder is not flexible and does not move. Can only use it at one particular angle.READ MORE
200,200,Awesome,good one with good and almost accurate readings. We use this device to know the current  blood pressure range  readings rather than intend to have perfect reading...becoz...Blood pressure various for many many reasons . My advice is to use this device reading as reference and consult Doctor incase of higher continuous readings..READ MORE,5Awesome,omron-hem-7124-bp-monitor,5,0.45499999999999996,Positive, good one with good and almost accurate readings. We use this device to know the current  blood pressure range  readings rather than intend to have perfect reading...becoz...Blood pressure various for many many reasons . My advice is to use this device reading as reference and consult Doctor incase of higher continuous readings..READ MORE
201,201,Worth every penny,nice packaging and this dp monitor are very useful and measurement are showing right i love it. quality are too good thank you FlipkartREAD MORE,5Worth every penny,omron-hem-7124-bp-monitor,5,0.495952380952381,Positive, nice packaging and this dp monitor are very useful and measurement are showing right i love it.
202,202,Pretty good,"Received the product today. In absolutely good condition.Coming to the product, it is a good product which gives near to  accurate results. Really happy to receive a product like this within this price range. Screenshot of the Omron Connect app has also been attached.READ MORE",4Pretty good,omron-hem-7124-bp-monitor,4,0.5333333333333333,Positive," Received the product today. In absolutely good condition.Coming to the product, it is a good product which gives near to  accurate results. Really happy to receive a product like this within this price range. Screenshot of the Omron Connect app has also been attached.READ MORE"
203,203,Nice product,"Omron BP monitor HEM-7124 is user-friendly product. Easy to use, easy to take reading. It's also indicate hypertension if present. Can hold last memory. But problem is that it's show different results in every different measurement, so kindly take e average value of systolic pressure and dystolis pressure for your convenience. Otherwise good product to use.READ MORE",4Nice product,omron-hem-7124-bp-monitor,4,0.25166666666666665,Positive," Omron BP monitor HEM-7124 is user-friendly product. Easy to use, easy to take reading. It's also indicate hypertension if present. Can hold last memory. But problem is that it's show different results in every different measurement, so kindly take e average value of systolic pressure and dystolis pressure for your convenience. Otherwise good product to use.READ MORE"
204,204,Waste of money!,it doesn't give correct results. if you will check again after 5 second it will show very different results. so its not good for checking BP. not recommendedREAD MORE,1Waste of money!,omron-hem-7124-bp-monitor,1,0.037500000000000006,Positive, it doesn't give correct results. if you will check again after 5 second it will show very different results. so its not good for checking BP.
205,205,Very Good,"overall good but u have to check bp 2 times in same arm then it will give correct reading ,first reading is almost correct but not always correctREAD MORE",4Very Good,omron-hem-7124-bp-monitor,4,0.29,Positive," overall good but u have to check bp 2 times in same arm then it will give correct reading ,first reading is almost correct but not always correctREAD MORE"
206,206,Awesome,very good very useful in helping you thank youREAD MORE,5Awesome,omron-hem-7124-bp-monitor,5,0.6,Positive, very good very useful in helping you thank youREAD MORE
207,207,Good BP Monitor,"My parents have been using this brand for over 8+ years so I decided to go with this one. The build is solid. The box mentions manufacturing of this unit at vietnam and the pressure sensor as produced in Japan.  There is no AC adapter, only batteries. Adapter can be purchased separately.As for readings- I was told by a Dr that none of the digital home monitors give as accurate readings as the mercury based monitor used in the Dr's office. These monitors are to be used only for general indica...READ MORE",5Good BP Monitor,omron-hem-7124-bp-monitor,5,0.13571428571428573,Positive," My parents have been using this brand for over 8+ years so I decided to go with this one. The box mentions manufacturing of this unit at vietnam and the pressure sensor as produced in Japan. There is no AC adapter, only batteries. Adapter can be purchased separately.As for readings- I was told by a Dr that none of the digital home monitors give as accurate readings as the mercury based monitor used in the Dr's office. These monitors are to be used only for general indica...READ MORE"
208,208,Highly recommended,"Excellent produc by Omron & rocket delivery by Flipkart. As per as the product is concern, it's give absolutely accurate reading both systolic & diastolic bp as well as pulse rate. I have cross checked 10 times in different times & person with murcurry bp machine with stethoscope.READ MORE",5Highly recommended,omron-hem-7124-bp-monitor,5,0.38,Positive," Excellent produc by Omron & rocket delivery by Flipkart. As per as the product is concern, it's give absolutely accurate reading both systolic & diastolic bp as well as pulse rate. I have cross checked 10 times in different times & person with murcurry bp machine with stethoscope.READ MORE"
209,209,Great product,Amazing Delivery at such a Lockdown time...Really helpful. Packaging and all excellent and Product is rated 9.6 and among the best one for 2020...Very simple to use...Had lot of time so wrote in detail..READ MORE,5Great product,omron-hem-7124-bp-monitor,5,0.5166666666666667,Positive, Amazing Delivery at such a Lockdown time...Really helpful. Packaging and all excellent and Product is rated 9.6 and among the best one for 2020...Very simple to use...Had lot of time so wrote in detail..READ MORE
210,210,Must buy!,Good product highly recommended in this price range. As the product shows close to accurate and its handy too.READ MORE,5Must buy!,omron-hem-7124-bp-monitor,5,0.472,Positive, Good product highly recommended in this price range. As the product shows close to accurate and its handy too.READ MORE
211,211,Really Nice,I bought it because of its brand value. Omron is a well known and trustworthy brand for the healthcare devices. After went through some credible articles I decided to buy it and I would like to inform you all that Omron did not dissapoint me.  It's easy to use and shows almost accurate data. You can go for the brand without any second thought and  thank you Omron for keeping all the promises about the device you said.READ MORE,4Really Nice,omron-hem-7124-bp-monitor,4,0.3466666666666667,Positive, I bought it because of its brand value. Omron is a well known and trustworthy brand for the healthcare devices. After went through some credible articles I decided to buy it and I would like to inform you all that Omron did not dissapoint me. It's easy to use and shows almost accurate data. You can go for the brand without any second thought and  thank you Omron for keeping all the promises about the device you said.READ MORE
212,212,Best in the market!,"Good packaging and delivery was really very fast , product i received was in good condition & i am satisfied with this product bcoz OMRON is really a trusted brand for such product , overall reading is accurate with +-5 ,Nice thing is about battery which is not reachable but in Duracell pencil battery its can take reading 50+ times,bcoz yet now i used omron more than 25 times but still battery 50% remaining ,shows hypertension, cuff setting, pulse and shows normal & abnormal activities , prod...READ MORE",5Best in the market!,omron-hem-7124-bp-monitor,5,0.3758333333333334,Positive," Good packaging and delivery was really very fast , product i received was in good condition & i am satisfied with this product bcoz OMRON is really a trusted brand for such product , overall reading is accurate with +-5 ,Nice thing is about battery which is not reachable but in Duracell pencil battery its can take reading 50+ times,bcoz yet now i used omron more than 25 times but still battery 50% remaining ,shows hypertension, cuff setting, pulse and shows normal & abnormal activities , prod...READ MORE"
213,213,Terrific purchase,"I recently bought this product and so far my experience with the product is good, the main reason for buying this product was they provides long term warranty service within good price range & quality of this product is also really good in my opinion so if anyone looking to buy this product, i would recommend just go it.READ MORE",5Terrific purchase,omron-hem-7124-bp-monitor,5,0.3520833333333333,Positive," I recently bought this product and so far my experience with the product is good, the main reason for buying this product was they provides long term warranty service within good price range & quality of this product is also really good in my opinion so if anyone looking to buy this product, i would recommend just go it.READ MORE"
214,214,Classy product,Easy to set up and easy to understand and use. The reading is pretty accurate and consistent.READ MORE,5Classy product,omron-hem-7124-bp-monitor,5,0.4033333333333333,Positive, Easy to set up and easy to understand and use. The reading is pretty accurate and consistent.READ MORE
215,215,Best in the market!,The product is great at this price range. The readings are stable if proper procedure is followed to measure the Blood Pressure. It is handy and can be carried along if necessary.READ MORE,5Best in the market!,omron-hem-7124-bp-monitor,5,0.475,Positive, The product is great at this price range. The readings are stable if proper procedure is followed to measure the Blood Pressure. It is handy and can be carried along if necessary.READ MORE
216,216,Mind-blowing purchase,Omron bp monitor is very good and it is easy to useIt gives accurate readings within seconds I higly recommend it. It is also connect with omron connect app for records the readings at different time.READ MORE,5Mind-blowing purchase,omron-hem-7124-bp-monitor,5,0.44866666666666666,Positive, Omron bp monitor is very good and it is easy to useIt gives accurate readings within seconds I higly recommend it. It is also connect with omron connect app for records the readings at different time.READ MORE
217,217,Decent product,"not accurate. it has been huge difference when tried in a small interval. So you cant say which one is best or at least near to accuracy.Its best in control and use, anybody can use it thats what i like and deserve 3 star only for usability else, not accurateREAD MORE",3Decent product,omron-hem-7124-bp-monitor,3,0.25,Positive," it has been huge difference when tried in a small interval. So you cant say which one is best or at least near to accuracy.Its best in control and use, anybody can use it thats what i like and deserve 3 star only for usability else, not accurateREAD MORE"
218,218,Highly recommended,Excellent quality good quality nice shipping everything is well thank you Flipkart this wonderful giftREAD MORE,5Highly recommended,omron-hem-7124-bp-monitor,5,0.76,Positive, Excellent quality good quality nice shipping everything is well thank you Flipkart this wonderful giftREAD MORE
219,219,Good quality product,Very nice product. It's so handy and user friendly that even a layman can measure BP. It also measures pulse rate. Runs on pencil battery.READ MORE,4Good quality product,omron-hem-7124-bp-monitor,4,0.56375,Positive, Very nice product. It's so handy and user friendly that even a layman can measure BP. It also measures pulse rate. Runs on pencil battery.READ MORE
220,220,Good quality product,Good one ... Works with little fluctuation in reading BP when compared to manual Mercury BP machine.. you have to take buffer of 10 up and down both ways.READ MORE,4Good quality product,omron-hem-7124-bp-monitor,4,0.2142361111111111,Positive, Good one ... Works with little fluctuation in reading BP when compared to manual Mercury BP machine.. you have to take buffer of 10 up and down both ways.READ MORE
221,221,Highly recommended,Super kolam poli  sanm my***READ MORE,5Highly recommended,omron-hem-7124-bp-monitor,5,0.41666666666666663,Positive, Super kolam poli  sanm my***READ MORE
222,222,Did not meet expectations,Fraud product and seller...... I bought this a month ago and was cheking my bp continues cozz I've suddenly diagnosed by hypertension... Bt machine shows normal bp.. Again and again. And when some emergency came my bp was damn high. And this so called best machine still shows bormal bp... Plzz dont buy... It could've cost someone life.. !READ MORE,1Did not meet expectations,omron-hem-7124-bp-monitor,1,0.362,Positive, Fraud product and seller...... I bought this a month ago and was cheking my bp continues cozz I've suddenly diagnosed by hypertension... Bt machine shows normal bp.. Again and again. And when some emergency came my bp was damn high. And this so called best machine still shows bormal bp... Plzz dont buy... It could've cost someone life.. !READ MORE
223,223,Highly recommended,Overall product is good and easy to use.READ MORE,5Highly recommended,omron-hem-7124-bp-monitor,5,0.4083333333333333,Positive, Overall product is good and easy to use.READ MORE
224,224,Hated it!,"It's really disappointing , This Omron BP monitor showing several results,  First time checking BP it's  showing one kind off result , at next It's  showing two different Result's...it's so annoying and ridiculous !READ MORE",1Hated it!,omron-hem-7124-bp-monitor,1,-0.05185185185185185,Negative," It's really disappointing , This Omron BP monitor showing several results,  First time checking BP it's  showing one kind off result , at next It's  showing two different Result's...it's so annoying and ridiculous !READ MORE"
225,225,Simply awesome,nice productREAD MORE,5Simply awesome,omron-hem-7124-bp-monitor,5,0.55,Positive, nice productREAD MORE
226,226,Good quality product,nice productREAD MORE,4Good quality product,omron-hem-7124-bp-monitor,4,0.55,Positive, nice productREAD MORE
227,227,Classy product,Value for Money....READ MORE,5Classy product,omron-hem-7124-bp-monitor,5,0.5,Positive, Value for Money....READ MORE
228,228,Perfect product!,Asm machine I am happy.... So good quality 👌👌👌READ MORE,5Perfect product!,omron-hem-7124-bp-monitor,5,0.6666666666666666,Positive, Asm machine I am happy.... So good quality 👌👌👌READ MORE
229,229,Awesome,very useful  to health  we dalily   cheeck  our helth conditionsREAD MORE,5Awesome,omron-hem-7124-bp-monitor,5,0.445,Positive, very useful  to health  we dalily   cheeck  our helth conditionsREAD MORE
230,230,Worth every penny,On time delivery.Good quality and performanceREAD MORE,5Worth every penny,omron-hem-7124-bp-monitor,5,0.5,Positive, On time delivery.Good quality and performanceREAD MORE
231,231,Fair,Readings were fine .But the equipment does not have a microusb port .Also its too bigREAD MORE,3Fair,omron-hem-7124-bp-monitor,3,0.45833333333333337,Positive, Readings were fine .But the equipment does not have a microusb port .Also its too bigREAD MORE
232,232,Brilliant,niceREAD MORE,5Brilliant,omron-hem-7124-bp-monitor,5,0.5,Positive, niceREAD MORE
233,233,Wonderful,best product for home measurement and good for emergency alsoREAD MORE,5Wonderful,omron-hem-7124-bp-monitor,5,0.7333333333333334,Positive, best product for home measurement and good for emergency alsoREAD MORE
234,234,Unsatisfactory,Omron HEM- 7124 purchased on Big Billion Say sell. initially 2 - 3 reading shown approximate believable Reding still more only. Now reading is very in accurate and showing extremely high and suddenly air pressure is coming down with error E in diastolic part.READ MORE,1Unsatisfactory,omron-hem-7124-bp-monitor,1,0.14767676767676766,Positive, Omron HEM- 7124 purchased on Big Billion Say sell. initially 2 - 3 reading shown approximate believable Reding still more only. Now reading is very in accurate and showing extremely high and suddenly air pressure is coming down with error E in diastolic part.READ MORE
235,235,Wonderful,Very accurate and value for money.READ MORE,4Wonderful,omron-hem-7124-bp-monitor,4,0.51,Positive, Very accurate and value for money.READ MORE
236,236,Absolute rubbish!,Not accurate resultREAD MORE,1Absolute rubbish!,omron-hem-7124-bp-monitor,1,0.14999999999999997,Positive, Not accurate resultREAD MORE
237,237,Just okay,it's good just as much as to work with but not moreREAD MORE,3Just okay,omron-hem-7124-bp-monitor,3,0.4666666666666666,Positive, it's good just as much as to work with but not moreREAD MORE
238,238,Terrific purchase,It's so good . we get correct pulse rate bp information.  thanks flipkartREAD MORE,5Terrific purchase,omron-hem-7124-bp-monitor,5,0.4666666666666666,Positive, It's so good . we get correct pulse rate bp information.
239,239,Worst experience ever!,"Useless product, when bp is high is shows normalREAD MORE",1Worst experience ever!,omron-hem-7124-bp-monitor,1,0.053333333333333344,Positive," Useless product, when bp is high is shows normalREAD MORE"
240,240,Terrific purchase,Very niceREAD MORE,5Terrific purchase,omron-hem-7124-bp-monitor,5,0.35,Positive, Very niceREAD MORE
241,241,Terrific purchase,"Very good quality product, 99.99 percent accurate result it shows.READ MORE",5Terrific purchase,omron-hem-7124-bp-monitor,5,0.6033333333333334,Positive," Very good quality product, 99.99 percent accurate result it shows.READ MORE"
242,242,Best in the market!,great productgood measureREAD MORE,5Best in the market!,omron-hem-7124-bp-monitor,5,0.65,Positive, great productgood measureREAD MORE
243,243,Don't waste your money,Inaccurate readingREAD MORE,1Don't waste your money,omron-hem-7124-bp-monitor,1,0.5,Positive, Inaccurate readingREAD MORE
244,244,Worth every penny,Overall quality of the product is awesome.READ MORE,5Worth every penny,omron-hem-7124-bp-monitor,5,0.25,Positive, Overall quality of the product is awesome.READ MORE
245,245,Value-for-money,That's rightREAD MORE,4Value-for-money,omron-hem-7124-bp-monitor,4,0.5,Positive, That's rightREAD MORE
246,246,Could be way better,very bad product not resulting correctREAD MORE,2Could be way better,omron-hem-7124-bp-monitor,2,-0.2049999999999999,Negative, very bad product not resulting correctREAD MORE
247,247,Moderate,The product is not goodREAD MORE,2Moderate,omron-hem-7124-bp-monitor,2,0.5,Positive, The product is not goodREAD MORE
248,248,Very Good,NycREAD MORE,4Very Good,omron-hem-7124-bp-monitor,4,0.5,Positive, NycREAD MORE
249,249,Terrific,Very nice product very useful 👍 thank u flipkartREAD MORE,5Terrific,omron-hem-7124-bp-monitor,5,0.5566666666666666,Positive, Very nice product very useful 👍 thank u flipkartREAD MORE
250,250,Worst experience ever!,"This product is waste of money, it doesnot showing accurate result, I don't recomend to buy this, totally waste of moneyREAD MORE",1Worst experience ever!,omron-hem-7124-bp-monitor,1,0.125,Positive," This product is waste of money, it doesnot showing accurate result, I don't recomend to buy this, totally waste of moneyREAD MORE"
251,251,Horrible,Not work properlyB.p. is told wrong by this machineREAD MORE,1Horrible,omron-hem-7124-bp-monitor,1,0.0,Neutral, Not work properlyB.p. is told wrong by this machineREAD MORE
252,252,Horrible,Worthless productionREAD MORE,1Horrible,omron-hem-7124-bp-monitor,1,-0.15000000000000002,Negative, Worthless productionREAD MORE
253,253,Worthless,Too bad... Giving Inconsistent readingsREAD MORE,1Worthless,omron-hem-7124-bp-monitor,1,-0.09999999999999992,Negative, Too bad... Giving Inconsistent readingsREAD MORE
254,254,Unsatisfactory,"Not accurate, far difference from doctor pressure check upREAD MORE",1Unsatisfactory,omron-hem-7124-bp-monitor,1,0.13333333333333333,Positive," Not accurate, far difference from doctor pressure check upREAD MORE"
255,255,Worst experience ever!,don't buy it 🙏🙏🙏READ MORE,1Worst experience ever!,omron-hem-7124-bp-monitor,1,0.5,Positive, don't buy it 🙏🙏🙏READ MORE
256,256,Worthless,This product is wroste productREAD MORE,1Worthless,omron-hem-7124-bp-monitor,1,0.5,Positive, This product is wroste productREAD MORE
257,257,Fabulous!,"Perfect product, no complains.. Just one thing.. this new model DOES NOT have the charger socket.. So i brought the Adapter and have to return it.. As there was nowhere mentioned that the bp monitor doesnot have the power port any more. (This new model only runs on 4 AA batteries).. Go for it.. does the job.READ MORE",5Fabulous!,omron-hem-7124-bp-monitor,5,0.37878787878787873,Positive," Perfect product, no complains.. Just one thing.. this new model DOES NOT have the charger socket.. So i brought the Adapter and have to return it.. As there was nowhere mentioned that the bp monitor doesnot have the power port any more. (This new model only runs on 4 AA batteries).. Go for it.. does the job.READ MORE"
258,258,Absolute rubbish!,"Inflation/air pump not working,READ MORE",1Absolute rubbish!,omron-hem-7124-bp-monitor,1,0.5,Positive," Inflation/air pump not working,READ MORE"
259,259,Great product,Best B. P Monitor... accuracy level😘READ MORE,5Great product,omron-hem-7124-bp-monitor,5,0.75,Positive, Best B. P Monitor... accuracy level😘READ MORE
260,260,Wonderful,"I have been using this since the last 3 weeks.1TB, gold finish. Good form. Fits in the hand. Light weight. Classy look. Easily compatible with Android phone (Redmi Note 8 Pro) using otg. Recommended.READ MORE",5Wonderful,seagate-backup-plus-slim-1-tb-external-hard-disk-drive,5,0.3555555555555556,Positive," I have been using this since the last 3 weeks.1TB, gold finish. Good form. Fits in the hand. Light weight. Classy look. Easily compatible with Android phone (Redmi Note 8 Pro) using otg. Recommended.READ MORE"
261,261,Awesome,Wonderful product... best in this price range.. pretty fast compared to others...I got an average speed of 70mbps ... which pretty fast for me.READ MORE,5Awesome,seagate-backup-plus-slim-1-tb-external-hard-disk-drive,5,0.40625000000000006,Positive, Wonderful product... best in this price range.. pretty fast compared to others...I got an average speed of 70mbps ... which pretty fast for me.READ MORE
262,262,Does the job,Light weight and handy one.....with 1.8 tb of free space. Cable is of medium quality. Other things like adobe and mylio package is none of any use. Read and right speed ia approximately 55-60 mbps.READ MORE,3Does the job,seagate-backup-plus-slim-1-tb-external-hard-disk-drive,3,0.23724489795918366,Positive, Light weight and handy one.....with 1.8 tb of free space. Cable is of medium quality. Other things like adobe and mylio package is none of any use. Read and right speed ia approximately 55-60 mbps.READ MORE
263,263,Great product,"hai friends this hdd is super speed . iam use to my ps4 very fast . i like very so much, dont wait go for it . read and write speed is good . but use to very carefully, buy any hdd cover,  little heave, i have 4Seagate 5TB , its good , DX GAME ZoneREAD MORE",5Great product,seagate-backup-plus-slim-1-tb-external-hard-disk-drive,5,0.22620370370370368,Positive," hai friends this hdd is super speed . iam use to my ps4 very fast . i like very so much, dont wait go for it . read and write speed is good . but use to very carefully, buy any hdd cover,  little heave, i have 4Seagate 5TB , its good , DX GAME ZoneREAD MORE"
264,264,Best in the market!,"very Satisfied with the product. Speed is good and built quality is decent enough, very slim and smooth. Worth ItREAD MORE",5Best in the market!,seagate-backup-plus-slim-1-tb-external-hard-disk-drive,5,0.3645833333333333,Positive," very Satisfied with the product. Speed is good and built quality is decent enough, very slim and smooth."
265,265,Not recommended at all,"This hard disk has been became defective once i had stored all important data into it, now i am roaming all around for warranty support trying to customer support no support of company but not getting proper solutionREAD MORE",1Not recommended at all,seagate-backup-plus-slim-1-tb-external-hard-disk-drive,1,0.15208333333333335,Positive," This hard disk has been became defective once i had stored all important data into it, now i am roaming all around for warranty support trying to customer support no support of company but not getting proper solutionREAD MORE"
266,266,Just wow!,"Really nice , you can go for it . 🤗There is a no major difference between WD & Seagate, both are good Built quality also same like WDREAD MORE",5Just wow!,seagate-backup-plus-slim-1-tb-external-hard-disk-drive,5,0.35374999999999995,Positive," 🤗There is a no major difference between WD & Seagate, both are good Built quality also same like WDREAD MORE"
267,267,Simply awesome,"I wrote this genuine review after using 10 days after using my 5TB HDD. I simply explain the quality and performance in one word is WOW... worth of every single penny you pay for buying it. No sound,  no humming, no heating, Good speed of data transfer rate. # Now comes to demerits or laxness in this:We get only 4.54 TB instead 5 TB,  seagate needs to really work on this to improve more space availability for customer. Data cable is seems local quality as this is my 3rd seagate HDD ...READ MORE",5Simply awesome,seagate-backup-plus-slim-1-tb-external-hard-disk-drive,5,0.18681318681318684,Positive," I wrote this genuine review after using 10 days after using my 5TB HDD. I simply explain the quality and performance in one word is WOW... worth of every single penny you pay for buying it. No sound,  no humming, no heating, Good speed of data transfer rate. # Now comes to demerits or laxness in this:We get only 4.54 TB instead 5 TB,  seagate needs to really work on this to improve more space availability for customer. Data cable is seems local quality as this is my 3rd seagate HDD ...READ MORE"
268,268,Delightful,good product speed is also good read and write speed reaches 140mb/s but you can't connect it to mobile it will get hot while using if space is your need then just go for it instead of buying 2TB or 4TB 4 star for product i just loved it i just got what i expectedREAD MORE,4Delightful,seagate-backup-plus-slim-1-tb-external-hard-disk-drive,4,0.57,Positive, good product speed is also good read and write speed reaches 140mb/s but you can't connect it to mobile it will get hot while using if space is your need then just go for it instead of buying 2TB or 4TB 4 star for product i just loved it i just got what i expectedREAD MORE
